abstract,author,doi,url,publication month,publication year,title,publisher,crossref_field,semantic_field,label
,"['P. Awakowicz', 'N. Bibinov', 'Marcel Fiebrandt', 'Felix Mitschker', 'E. J. Iglesias']",10.1088/1361-6501/aa7816,,7,2017,In situ measurement of VUV/UV radiation from low-pressure microwave-produced plasma in Ar/O2 gas mixtures,"['Measurement Science and Technology', 'Measurement Science and Technology', 'Measurement Science and Technology', 'Measurement Science and Technology']",,,"Atomic, Molecular and Optical Physics"
,"[' Guy Cernog', 'Ludovic Vettier', 'Nathalie Carrasco', 'Sarah Tigrine']",10.1088/0022-3727/49/39/395202,,,2016,A microwave plasma source for VUV atmospheric photochemistry,"['Journal of Physics D: Applied Physics', 'Journal of Physics D: Applied Physics', 'Journal of Physics D: Applied Physics']",,,"Atomic, Molecular and Optical Physics"
,"[' D. Wünderlich', 'David Rauner', ' S. Briefi', 'Ursel Fantz']",10.1088/0963-0252/25/4/045006,,,2016,Quantification of the VUV radiation in low pressure hydrogen and nitrogen plasmas,"[' Plasma Sources Science and Technology', ' Plasma Sources Science and Technology', ' Plasma Sources Science and Technology', ' Plasma Sources Science and Technology']",,,"Atomic, Molecular and Optical Physics"
,"[' Harold Persing', ' Svetlana Radovanov ', ' Cody Culver', ' Amy E. Wendt', ' Shicong Wang ', ' Chun C. Lin', 'John B. Boffard  ']",10.1116/1.4904036,,,2015,Comparison of surface vacuum ultraviolet emissions with resonance level number densities. II. Rare-gas plasmas and Ar-molecular gas mixtures,,,,"Atomic, Molecular and Optical Physics"
,"[' Persing H', ' Radovanov S ', ' Wendt A', ' Wang S', 'C Culver', ' Lin C', 'Boffard J']",10.1116/1.4859376,,,2014,Comparison of surface vacuum ultraviolet emissions with resonance level number densities. I. Argon plasmas,,,,"Atomic, Molecular and Optical Physics"
,"[' C. M. Ferreira', ' F. M. Dias', 'Elena Tatarova', 'Edgar Felizardo', 'Susana Espinho']",10.1063/1.4796134,,3,2013,Vacuum ultraviolet emission from microwave Ar-H2 plasmas,"['Applied Physics Letters', 'Applied Physics Letters', 'Applied Physics Letters']",,,"Atomic, Molecular and Optical Physics"
,"['Seiji Samukawa', 'Hiroto Ohtake', 'Seiichi Fukuda', 'Butsurin Jinnai']",10.1063/1.3313924,,,2010,Prediction of UV spectra and UV-radiation damage in actual plasma etching processes using on-wafer monitoring technique,"['Journal of Applied Physics', 'Journal of Applied Physics', 'Journal of Applied Physics', 'Journal of Applied Physics']",,,"Atomic, Molecular and Optical Physics"
,"[' D. B. Graves', ' D. Nest', 'M. J. Titus']",10.1063/1.3125260,,4,2009,Absolute vacuum ultraviolet flux in inductively coupled plasmas and chemical modifications of 193 nm photoresist,"['Applied Physics Letters', 'Applied Physics Letters']",,,"Atomic, Molecular and Optical Physics"
,"[' the TEXTOR Team', ' ', ' G. Bertschinger', 'W. Biel']",10.1063/1.1763261,,,2004,Detector system with high time resolution for the continuous measurement of spectra in the vacuum ultraviolet wavelength range,,,,"Atomic, Molecular and Optical Physics"
,"[' B. P. Aragon', ' ', ' T. W. Hamilton', ' V. A. Amatucci', ' M. E. Riley', 'J. R. Woodworth']",10.1116/1.1335685,,,2001,Absolute intensities of the vacuum ultraviolet spectra in oxide etch plasma processing discharges,,,,"Atomic, Molecular and Optical Physics"
,Zurro B,10.1063/1.1142318,,,1991,A broadband plasma radiation detector with spatial resolution based on the optical scanning of the fluorescence of a phosphor,Rev. Sci. Instrum. 62 118,,,"Atomic, Molecular and Optical Physics"
,"['B. P. Aragon', 'T. W. Hamilton', 'R. L. Jarecki', 'M. G. Blain', 'J. R. Woodworth']",10.1116/1.582044,,11,1999,Absolute intensities of the vacuum ultraviolet spectra in a metal-etch plasma processing discharge,"Journal of Vacuum Science & Technology A: Vacuum, Surfaces, and Films",,,"Atomic, Molecular and Optical Physics"
,"['Tim Caro', 'Elizabeth Tibbetts', 'Laszlo Talas', 'Devi Stuart-Fox', 'Mary Caswell Stoddard', 'Martin Stevens', 'Michael P. Speed', 'John Skelhorn', 'Thomas N. Sherratt', 'Hannah M. Rowland', 'Alexandre Roulin', 'Nicholas W. Roberts', 'Richard Prum', 'Daniel Osorio', 'Richard Merrill', 'Justin Marshall', 'Johanna Mappes', 'Almut Kelber', 'Chris D. Jiggins', 'Nina G. Jablonski', 'Geoffrey E. Hill', 'Mark E. Hauber', 'George Chaplin', 'Barbara Caspers', 'Kevin Arbuckle', 'William L. Allen', 'Innes C. Cuthill']",10.1126/science.aan0221,,8,2017,The biology of color,Science,,,Biological and Chemical Physics
,"Lauth, Jakob Günter",10.5446/40456,,,2019,"Wie weit fliegt ein Skispringer, der mit 72 km/h abspringt?",,,,"Cosmology, Relativity, and Gravity"
,"['Eduard Reithmeier', 'Markus Kästner', 'Rüdiger Beermann', 'Carl Reinke', 'Lorenz Quentin']",10.3390/met10070908,,7,2020,"Design, Setup, and Evaluation of a Compensation System for the Light Deflection Effect Occurring When Measuring Wrought-Hot Objects Using Optical Triangulation Methods",Metals,,,Optics
,"['Eduard Reithmeier', 'Markus Kästner', 'Rüdiger Beermann', 'Lorenz Quentin']",10.1117/1.oe.59.6.064103,,6,2020,Development of a reconstruction quality metric for optical three-dimensional measurement systems in use for hot-state measurement object,Optical Engineering,,,Optics
,,,,1,2000,,,,,Optics
,"Bahre, H., H. Lange, V. Schulz-von der Gathen, and R. Foest.",,,,2011,Emission of Vacuum Ultraviolet Radiation by a Micro Atmospheric Pressure Plasma Jet Operated in Helium-Oxygen Mixtures into Ambient Air,,,,Plasma and Beam Physics
,"['Marc Böke', 'Judith Golda', 'Volker Schulz-von der Gathen', 'Julian Schulze', 'Sascha Chur', 'Ihor Korolov', 'David Steuer']",10.1088/1361-6463/ac09b9,,,,2D spatially resolved O atom density profiles in an atmospheric pressure plasma jet: from the active plasma volume to the effluent,Journal of Physics D: Applied Physics,,,Plasma and Beam Physics
,"['P. J. Bruggeman', 'N. Sadeghi', 'J. Rosato', 'M. Simeni Simeni', 'G. Nayak']",10.1063/5.0035488,,,,Characterization of an RF-driven argon plasma at atmospheric pressure using broadband absorption and optical emission spectroscopy,Journal of Applied Physics,,,Plasma and Beam Physics
,"['K Ostrikov', 'J Stephens', 'X Lu', 'L Nie', 'F Liu']",10.1088/1361-6595/ab8e4d,,,,Atmospheric plasma VUV photon emission,Plasma Sources Science and Technology,,,Plasma and Beam Physics
,"['Jan Benedikt', 'Tristan Winzer', 'Vincent Layes', 'Beatrix Biskup', 'Judith Golda']",10.1002/ppap.201900216,,,,Vacuum ultraviolet spectroscopy of cold atmospheric pressure plasma jets,Plasma Processes and Polymers,,,Plasma and Beam Physics
,"['V Schulz-von der Gathen', 'J Held', 'J Golda']",10.1088/1361-6595/ab6c81,,,,Comparison of electron heating and energy loss mechanisms in an RF plasma jet operated in argon and helium,Plasma Sources Science and Technology,,,Plasma and Beam Physics
,"['Peter Awakowicz', 'Katharina Stapelmann', 'Julian Schulze', 'Lars Schücke', 'Philip Krajinski', 'Nikita Bibinov', 'Björn Offerhaus', 'Friederike Kogelheide']",10.1002/ppap.201900126,,,,"Characterisation of volume and surface dielectric barrier discharges in N
            2
            –O
            2
            mixtures using optical emission spectroscopy",Plasma Processes and Polymers,,,Plasma and Beam Physics
,"['P. Awakowicz', 'K. Stapelmann', 'J. Schulze', 'N. Bibinov', 'D. Jalat', 'F. Kogelheide', 'B. Offerhaus']",10.1063/1.5094894,,,,Determination of NO densities in a surface dielectric barrier discharge using optical emission spectroscopy,Journal of Applied Physics,,,Plasma and Beam Physics
,"[""Deborah O'Connell"", 'Timo Gans', 'Kari Niemi', 'Jean-Paul Booth', 'Mark J. Kushner', 'Laurent Nahon', 'Nelson de Oliveira', 'Erik Wagenaars', 'James Dedrick', 'Nicolas Minesi', 'Helen L. Davies', 'Andrew West', 'Andrew R. Gibson', 'Apiwat Wijaikhum', 'Sandra Schröter']",10.1039/c8cp02473a,,,,Chemical kinetics in an atmospheric pressure helium plasma containing humidity,Physical Chemistry Chemical Physics,,,Plasma and Beam Physics
,"['T Gans', 'D O’Connell', 'V Schulz-von der Gathen', 'A Greb', 'J Friderich', 'K Niemi', 'A R Gibson', 'S Schröter', 'D Schröder', 'A Wijaikhum']",10.1088/1361-6595/aa8ebb,,,,Absolute ozone densities in a radio-frequency driven atmospheric pressure plasma using two-beam UV-LED absorption spectroscopy and numerical simulations,Plasma Sources Science and Technology,,,Plasma and Beam Physics
,"['Gottlieb S. Oehrlein', 'Peter J. Bruggeman', 'Vighneswara S. S. K. Kondeti', 'Elliot A. J. Bartis', 'Pingshan Luan', 'Andrew J. Knoll']",10.1002/ppap.201600043,,,,Cold Atmospheric Pressure Plasma VUV Interactions With Surfaces: Effect of Local Gas Environment and Source Design,Plasma Processes and Polymers,,,Plasma and Beam Physics
,"['V Schulz-von der Gathen', 'D O’Connell', 'T Gans', 'M M Turner', 'S Reuter', 'N St J Braithwaite', 'G Kroesen', 'A Sobota', 'P Beijer', 'M Konkowski', 'B Redeker', 'J Held', 'J Golda']",10.1088/0022-3727/49/8/084003,,,,Concepts and characteristics of the ‘COST Reference Microplasma Jet’,Journal of Physics D: Applied Physics,,,Plasma and Beam Physics
,"['Jan Benedikt', 'Julia Elisabeth Bandow', 'Volker Schulz-von der Gathen', 'Vincent Layes', 'Judith Golda', 'Jan-Wilm Lackmann', 'Fabian Jarzina', 'Simon Schneider']",10.1088/0022-3727/48/44/444001,,,,Summarizing results on the performance of a selective set of atmospheric plasma jets for separation of photons and reactive particles,Journal of Physics D: Applied Physics,,,Plasma and Beam Physics
,"['S. Reuter', 'Th. von Woedtke', 'K.-D. Weltmann', 'M. U. Hammer', 'R. Bussiahn', 'H. Jablonowski']",10.1063/1.4934989,,,,Impact of plasma jet vacuum ultraviolet radiation on reactive oxygen species generation in bio-relevant liquids,Physics of Plasmas,,,Plasma and Beam Physics
,"['T. Gans', 'J. P. Booth', 'L. Nahon', 'D. Joyeux', 'N. de Oliveira', ""D. O'Connell"", 'K. Niemi']",10.1063/1.4813817,,,,Absolute atomic oxygen and nitrogen densities in radio-frequency driven atmospheric pressure cold plasmas: Synchrotron vacuum ultra-violet high-resolution Fourier-transform absorption measurements,Applied Physics Letters,,,Plasma and Beam Physics
,"['Peter Awakowicz', 'Nikita Bibinov', 'Priyadarshini Rajasekaran', 'Sandra Keller']",10.1088/0022-3727/45/12/125202,,,,Characterization of transient discharges under atmospheric-pressure conditions applying nitrogen photoemission and current measurements,Journal of Physics D: Applied Physics,,,Plasma and Beam Physics
,"Bahre, H., H. Lange, V. Schulz-von der Gathen, and R. Foest.",,,,2011,Emission of Vacuum Ultraviolet Radiation by a Micro Atmospheric Pressure Plasma Jet Operated in Helium-Oxygen Mixtures into Ambient Air,,,,Plasma and Beam Physics
,"['T Gans', 'V Schulz-von der Gathen', 'K Niemi', 'J Waskoenig', 'S Reuter', 'L Schaper']",10.1088/1742-6596/162/1/012013,,,,The dynamics of radio-frequency driven atmospheric pressure plasma jets,Journal of Physics: Conference Series,,,Plasma and Beam Physics
,"['H F Döbele', 'V Schulz-von der Gathen', 'K Niemi', 'S Reuter']",10.1088/0963-0252/18/1/015006,,,,Generation of atomic oxygen in the effluent of an atmospheric pressure plasma jet,Plasma Sources Science and Technology,,,Plasma and Beam Physics
,"['K.-D. Weltmann', 'J. Schafer', 'R. Foest', 'H. Lange']",10.1109/TPS.2009.2019982,,,,Vacuum UV Radiation of a Plasma Jet Operated With Rare Gases at Atmospheric Pressure,IEEE Transactions on Plasma Science,,,Plasma and Beam Physics
,"['T Gans', 'V Schulz-von der Gathen', 'N Knake', 'L Schaper', 'St Reuter', 'K Niemi']",10.1088/1742-6596/71/1/012012,,,,Diagnostics on an atmospheric pressure plasma jet,Journal of Physics: Conference Series,,,Plasma and Beam Physics
,"['J Winter', 'T Gans', 'K Niemi', 'S Reuter', 'N Knake', 'L Schaper', 'V Schulz-von der Gathen']",10.1088/0022-3727/41/19/194004,,,,Spatially resolved diagnostics on a microscale atmospheric pressure plasma jet,Journal of Physics D: Applied Physics,,,Plasma and Beam Physics
,"['K.-D. Weltmann', 'M. Stieber', 'A. Ohl', 'H. Lange', 'E. Kindel', 'R. Foest']",10.1002/ctpp.200710017,,,,RF Capillary Jet - a Tool for Localized Surface Treatment,Contributions to Plasma Physics,,,Plasma and Beam Physics
,"['Klaus-Dieter Weltmann', 'Manfred Stieber', 'Hartmut Lange', 'Eckhard Kindel', 'Ronny Brandenburg', 'Thomas Bindemann', 'Rüdiger Foest']",10.1002/ppap.200731207,,,,On the Vacuum Ultraviolet Radiation of a Miniaturized Non-thermal Atmospheric Pressure Plasma Jet,Plasma Processes and Polymers,,,Plasma and Beam Physics
,"['C. S. Chang', 'D. Shim', 'R. F. Hicks', 'J. Y. Jeong', 'G. S. Selwyn', 'H. W. Herrmann', 'I. Henins', 'Jaeyoung Park']",10.1063/1.125724,,,,An atmospheric pressure plasma source,Applied Physics Letters,,,Plasma and Beam Physics
,"['G S Selwyn', 'R F Hicks', 'I Henins', 'J Park', 'V J Tu', 'S E Babayan', 'J Y Jeong']",10.1088/0963-0252/7/3/005,,,,Etching materials with an atmospheric-pressure plasma jet,Plasma Sources Science and Technology,,,Plasma and Beam Physics
,"['U. Kogelschatz', 'B. Gellert']",10.1007/BF00405680,,,,Generation of excimer emission in dielectric barrier discharges,Applied Physics B Photophysics and Laser Chemistry,,,Plasma and Beam Physics
,"['E.N. Dhanamjaya Rao', 'A.T. Jeyaseelan', 'K. Vinod Kumar', 'Reshma Parveen', 'Vivek Kr. Singh', 'Arindam Guha']",10.1016/j.jag.2012.08.003,https://doi.org/10.1016/j.jag.2012.08.003,,,"Analysis of ASTER data for mapping bauxite rich pockets within high altitude lateritic bauxite, Jharkhand, India",International Journal of Applied Earth Observation and Geoinformation,,,Science
,"['F Klauser', 'T Paasche', 'O Söderström']",,,,2014,Smart cities as corporate storytelling,,,,Science
,R Hollands,,,,2008,Will the Real Smart City Stand Up? Creative,,,,Science
,"['G P Hancke', 'B De Carvalho E Silva', 'G P Hancke']",,,,2013,The Role of Advanced Sensing in Smart Cities,,,,Science
,"['N V Maklakova', 'Y S Yasnitskaya', 'I S Glebova']",,,,2014,"Assessment of Cities in Russia According to the Concept of ""Smart City"" in the Context of the Application of Information and Communication Technologies",,,,Science
,L Anthopoulos,,,,2015,(Ed) Transforming City Governments for successful Smart Cities,,,,Science
,,,,,,Investigating Interactive Search Behaviour of Medical Students: An Exploratory Survey,,,,Science
,,10.1016/j.pnpbp.2013.12.009,,,,"Where there's smoke, there's fire: the brain reactivity of chronic smokers when exposed to the negative value of smoking",,,,Science
,,10.1037/0278-6133.25.3.300,,,,Increased attention for computer-tailored health communications: an event-related potential study,,,,Science
,,10.1016/j.pnpbp.2013.12.009,,,,"Where there's smoke, there's fire: the brain reactivity of chronic smokers when exposed to the negative value of smoking",,,,Science
,"['John A. Updegraff', 'Kristel M. Gallagher']",10.1007/s12160-011-9308-7,,10,2011,"Health Message Framing Effects on Attitudes, Intentions, and Behavior: A Meta-analytic Review",Annals of Behavioral Medicine,,,Science
,Zurro B,10.1063/1.1142318,,,1991,A broadband plasma radiation detector with spatial resolution based on the optical scanning of the fluorescence of a phosphor,Rev. Sci. Instrum. 62 118,,,Science
,Zurro B,10.1063/1.1142318,,,1991,A broadband plasma radiation detector with spatial resolution based on the optical scanning of the fluorescence of a phosphor,Rev. Sci. Instrum. 62 118,,,Science
,"[' Hu, HongXin', ' Ahn, Gail-Joon', ' Hu, ZeXing', ' Wang, HuaiXi', 'Zhu, Yan']",,,,,Zero-Knowledge Proofs of Retrievability,,,,Science
,"[' Han, Shuai', ' Liu, Shengli', 'Zhang, Xiao']",,,,,Proofs of Retrievability from Linearly Homomorphic Structure-Preserving Signatures,,,,Science
,"[' Liu, Liming', 'Yang, Dexin']",,,,,A Novel Zero Knowledge Proof of Retrievability,,,,Science
,"[' Zhou, Jianying', ' Chang, Ee-Chien', 'Xu, Jia']",,,,,Towards Efficient Provable Data Possession in Cloud Storage,,,,Science
,"[' Cui, Jie', ' Chen, Fei', ' Wang, Lingyan', ' Zhong, Hong', ' Ye, Shibei', 'Tian, Miaomiao']",,,,,Identity-Based Proofs of Storage with Enhanced Privacy,,,,Science
,"[' Lim, Azman Osman', ' Kho, Lee Chin', 'Thao, Tran Phuong']",,,,,SW-POR: A Novel POR Scheme Using Slepian-Wolf Coding for Cloud Storage,,,,Science
,"[' Gani, Abdullah', ' Lim, Yuto', ' Hijazi, Mohd Hanafi Ahmad', 'Tan, Choon Beng']",,,,,"A Survey on Proof of Retrievability for Cloud Data Integrity and Availability: Cloud Storage State-of-the-Art, Issues, Solutions and Future Trends",,,,Science
,"[' Yang, Bo', 'Shao, Zhi Yi']",,,,,Proof of Retrievability with Efficient Verification,,,,Science
,"[' Waters, Brent', 'Shacham, Hovav']",,,,,Compact Proofs of Retrievability,,,,Science
,"[' Ruj, Sushmita', 'Sengupta, Binanda']",,,,,Efficient Proofs of Retrievability with Public Verifiability for Dynamic Cloud Storage,,,,Science
,"[' Ruj, Sushmita', 'Sengupta, Binanda']",,,,,Cloud Data Auditing Using Proofs of Retrievability,,,,Science
,"[' Xu, Mingdi', ' Wang, Qian', ' Wang, Lina', 'Ren, Zhengwei']",,,,,Dynamic Proofs of Retrievability for Coded Cloud Storage Systems,,,,Science
,"[' Xiao, Jia', ' Wen, Qiaoyan', ' Zhang, Hua', ' Tu, Tengfei', 'Rao, Lu']",,,,,Dynamic Outsourced Proofs of Retrievability Enabling Auditing Migration for Remote Storage Security,,,,Science
,,,,,,Publicly Verifiable Proofs of Data Replication and Retrievability for Cloud Storage | IEEE Conference Publication | IEEE Xplore,,,,Science
,"[' Upadhyay, Jalaj', ' Stinson, Douglas R.', 'Paterson, Maura B.']",,,,,Multi-Prover Proof-of-Retrievability,,,,Science
,,,,,,Outsourced Proof of Data Retrievability and Recovery in Hybrid Cloud,,,,Science
,,,,,,OPOR: PROOF OF RETRIEVABILITY IN CLOUD COMPUTING WITH RECOVERY AND REMOTE INTEGRITY CHECK,,,,Science
,"[' Zhang, Gongxuan', ' Yu, Yan', ' Fu, Anmin', 'Li, Yuhan']",,,,,IPOR: An Efficient IDA-Based Proof of Retrievability Scheme for Cloud Storage Systems,,,,Science
,"[' Kaliski, Burton S.', 'Juels, Ari']",,,,,Pors: Proofs of Retrievability for Large Files,,,,Science
,"[' Sanjeev Kunte, R.', 'Hiremath, Shivarajkumar']",,,,,Homomorphic Authentication Scheme for Proof of Retrievability with Public Verifiability,,,,Science
,"[' Gu, Dawu', ' Chen, Kefei', ' Liu, Shengli', 'Han, Shuai']",,,,,Proofs of Data Possession and Retrievability Based on MRD Codes$_\ast$,,,,Science
,"Gritti, Cl{\'e}mentine",,,,,Publicly Verifiable Proofs of Data Replication and Retrievability for Cloud Storage,,,,Science
,"[' Zhang, Gongxuan', ' Yu, Yan', ' Yu, Shui', ' Li, Yuhan', 'Fu, Anmin']",,,,,DIPOR: An IDA-Based Dynamic Proof of Retrievability Scheme for Cloud Storage Systems,,,,Science
,"Fisch, Ben",,,,,PoReps: Proofs of Space on Useful Data,,,,Science
,"[' Tamassia, Roberto', ' Papamanthou, Charalampos', ' Kupcu, Alptekin', 'Erway, C. Chris']",,,,,Dynamic Provable Data Possession,,,,Science
