abstract,author,doi,url,publication month,publication year,title,publisher,crossref_field,semantic_field,label
"The uptake of dissolved inorganic nitrogen by phytoplankton is an important aspect of the nitrogen cycle of oceans. Here, we present nitrate (<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:msup><mml:mrow><mml:msub><mml:mrow><mml:mtext>N</mml:mtext><mml:mtext>O</mml:mtext></mml:mrow><mml:mrow><mml:mn>3</mml:mn></mml:mrow></mml:msub></mml:mrow><mml:mrow><mml:mo>-</mml:mo></mml:mrow></mml:msup></mml:math>) and ammonium (<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:msup><mml:mrow><mml:msub><mml:mrow><mml:mtext>N</mml:mtext><mml:mtext>H</mml:mtext></mml:mrow><mml:mrow><mml:mn>4</mml:mn></mml:mrow></mml:msub></mml:mrow><mml:mrow><mml:mo>+</mml:mo></mml:mrow></mml:msup></mml:math>) uptake rates in the northeastern Arabian Sea using <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mrow><mml:mn>15</mml:mn></mml:mrow><mml:mtext>N</mml:mtext></mml:math> tracer technique. In this relatively underexplored region, productivity is high during winter due to supply of nutrients by convective mixing caused by the cooling of the surface by the northeast monsoon winds. Studies done during different months (January and late February-early March) of the northeast monsoon 2003 revealed a fivefold increase in the average euphotic zone integrated <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:msup><mml:mrow><mml:msub><mml:mrow><mml:mtext>N</mml:mtext><mml:mtext>O</mml:mtext></mml:mrow><mml:mrow><mml:mn>3</mml:mn></mml:mrow></mml:msub></mml:mrow><mml:mrow><mml:mo>-</mml:mo></mml:mrow></mml:msup></mml:math> uptake from January (2.3 mmolN <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:msup><mml:mtext>m</mml:mtext><mml:mrow><mml:mo>−</mml:mo><mml:mn>2</mml:mn></mml:mrow></mml:msup></mml:math><mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:msup><mml:mtext>d</mml:mtext><mml:mrow><mml:mo>−</mml:mo><mml:mn>1</mml:mn></mml:mrow></mml:msup></mml:math>) to late February-early March (12.7 mmolN <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:msup><mml:mtext>m</mml:mtext><mml:mrow><mml:mo>−</mml:mo><mml:mn>2</mml:mn></mml:mrow></mml:msup></mml:math><mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:msup><mml:mtext>d</mml:mtext><mml:mrow><mml:mo>−</mml:mo><mml:mn>1</mml:mn></mml:mrow></mml:msup></mml:math>). The <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mi>f</mml:mi></mml:math>-ratio during January appeared to be affected by the winter cooling effect and increased by more than 50% from the southernmost station to the northern open ocean stations, indicating hydrographic and meteorological control. Estimates of <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:msup><mml:mrow><mml:msub><mml:mrow><mml:mtext>N</mml:mtext><mml:mtext>O</mml:mtext></mml:mrow><mml:mrow><mml:mn>3</mml:mn></mml:mrow></mml:msub></mml:mrow><mml:mrow><mml:mo>-</mml:mo></mml:mrow></mml:msup></mml:math> residence time suggested that <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:msup><mml:mrow><mml:msub><mml:mrow><mml:mtext>N</mml:mtext><mml:mtext>O</mml:mtext></mml:mrow><mml:mrow><mml:mn>3</mml:mn></mml:mrow></mml:msub></mml:mrow><mml:mrow><mml:mo>-</mml:mo></mml:mrow></mml:msup></mml:math> entrained in the water column during January contributed to the development of blooms during late February-early March.","[""W. D'Souza"", 'M. S. Sheshshayee', 'M. Raman', 'R. M. Dwivedi', 'R. Ramesh', 'S. Kumar']",10.1155/2010/819029,https://doi.org/10.1155/2010/819029,0,0,Nitrogen Uptake in the Northeastern Arabian Sea during Winter Cooling,International Journal of Oceanography,"([],)",,Oceanography
,"['Mini Raman', 'R. M. Dwivedi', 'M. S. Sheshshayee', 'R. Ramesh', 'Satya Prakash']",10.1029/2008GL033819,https://doi.org/10.1029/2008GL033819,0,0,Quantification of new production during a winterNoctiluca scintillansbloom in the Arabian Sea,Geophysical Research Letters,"(['General Earth and Planetary Sciences', 'Geophysics'],)",,Oceanography
,"['N. Anilkumar', 'R. K. Mishra', 'A. Sarkar', 'K. Vishnu Vardhan', 'Sivaji Patra', 'S. C. Tripathy']",10.1007/s11707-017-0649-9,https://doi.org/10.1007/s11707-017-0649-9,0,0,Nitrogen uptake by phytoplankton in surface waters of the Indian sector of Southern Ocean during austral summer,Frontiers of Earth Science,"(['General Earth and Planetary Sciences'],)",,Oceanography
"[1] The broad distribution and often high densities of the cyanobacterium Trichodesmium spp. in oligotrophic waters imply a substantial role for this one taxon in the oceanic N cycle of the marine tropics and subtropics. New results from 154 stations on six research cruises in the North Atlantic Ocean show depth-integrated N2 fixation by Trichodesmium spp. at many stations that equalled or exceeded the estimated vertical flux of NO3− into the euphotic zone by diapycnal mixing. Areal rates are consistent with those derived from several indirect geochemical analyses. Direct measurements of N2 fixation rates by Trichodesmium are also congruent with upper water column N budgets derived from parallel determinations of stable isotope distributions, clearly showing that N2 fixation by Trichodesmium is a major source of new nitrogen in the tropical North Atlantic. We project a conservative estimate of the annual input of new N into the tropical North Atlantic of at least 1.6 × 1012 mol N by Trichodesmium N2 fixation alone. This input can account for a substantial fraction of the N2 fixation in the North Atlantic inferred by several of the geochemical approaches.","['Edward J. Carpenter', 'Anthony F. Michaels', 'Troy Gunderson', 'Claire Mahaffey', 'Ajit Subramaniam', 'Joseph P. Montoya', 'James A. Burns', 'Douglas G. Capone']",10.1029/2004GB002331,https://doi.org/10.1029/2004GB002331,0,0,Nitrogen fixation byTrichodesmiumspp.: An important source of new nitrogen to the tropical and subtropical North Atlantic Ocean: NITROGEN FIXATION IN THE NORTH ATLANTIC,Global Biogeochemical Cycles,,"['Environmental Science', 'Biology']",Oceanography
,"['J. P. Zehr', 'P. H. Moisander', 'K. Turk', 'E. Mondragon', 'K. Hyde', 'A. Mannino', 'J. L. Blanco-Garcia', 'P. W. Bernhardt', 'M. R. Mulholland']",10.4319/lo.2012.57.4.1067,https://doi.org/10.4319/lo.2012.57.4.1067,0,0,Rates of dinitrogen fixation and the abundance of diazotrophs in North American coastal waters between Cape Hatteras and Georges Bank,Limnology and Oceanography,"(['Aquatic Science', 'Oceanography'],)",,Oceanography
,"['D B Graves', 'J Lee']",10.1088/0022-3727/44/32/325203,http://dx.doi.org/10.1088/0022-3727/44/32/325203,0,0,The effect of VUV radiation from Ar/O2plasmas on low-kSiOCH films,Journal of Physics D: Applied Physics,"(['Surfaces, Coatings and Films', 'Acoustics and Ultrasonics', 'Condensed Matter Physics', 'Electronic, Optical and Magnetic Materials'],)",,"Atomic, Molecular and Optical Physics"
,"['Marie-Claire Gazeau', 'Antoine Jolly', 'Hervé Cottin', 'Nicolas Fray', 'Yves Bénilan', 'Et-touhami Es-sebbar']",10.1088/0067-0049/218/2/19,http://dx.doi.org/10.1088/0067-0049/218/2/19,0,0,OPTIMIZATION OF A SOLAR SIMULATOR FOR PLANETARY-PHOTOCHEMICAL STUDIES,The Astrophysical Journal Supplement Series,"(['Space and Planetary Science', 'Astronomy and Astrophysics'],)",,"Atomic, Molecular and Optical Physics"
,"['M R Baklanov', 'J-F de Marneffe', 'A Rakhimov', 'T Rakhimova', 'D Lopaev', 'Z el Otell', 'O Proshina', 'A Zotovich']",10.1088/0963-0252/25/5/055001,http://dx.doi.org/10.1088/0963-0252/25/5/055001,0,0,Comparison of vacuum ultra-violet emission of Ar/CF4and Ar/CF3I capacitively coupled plasmas,Plasma Sources Science and Technology,"(['Condensed Matter Physics'],)",,"Atomic, Molecular and Optical Physics"
,"['A T Rakhimov', 'S M Zyryanov', 'D V Lopaev', 'A I Zotovich', 'T V Rakhimova', 'O V Proshina']",10.1088/1361-6595/aa72c9,http://dx.doi.org/10.1088/1361-6595/aa72c9,0,0,Multifold study of volume plasma chemistry in Ar/CF4and Ar/CHF3CCP discharges,Plasma Sources Science and Technology,"(['Condensed Matter Physics'],)",,"Atomic, Molecular and Optical Physics"
,"['P Awakowicz', 'N Bibinov', 'M Fiebrandt', 'F Mitschker', 'E J Iglesias']",10.1088/1361-6501/aa7816,http://dx.doi.org/10.1088/1361-6501/aa7816,0,0,In situmeasurement of VUV/UV radiation from low-pressure microwave-produced plasma in Ar/O2gas mixtures,Measurement Science and Technology,"(['Applied Mathematics', 'Instrumentation', 'Engineering (miscellaneous)'],)",,"Atomic, Molecular and Optical Physics"
,"['Marie-Claire Gazeau', 'Antoine Jolly', 'Hervé Cottin', 'Nicolas Fray', 'Yves Bénilan', 'Et-touhami Es-sebbar']",10.3847/1538-4365/aaf0a1,http://dx.doi.org/10.3847/1538-4365/aaf0a1,0,0,"VUV Spectral Irradiance Measurements in H
                    2
                    /He/Ar Microwave Plasmas and Comparison with Solar Data",The Astrophysical Journal Supplement Series,"(['Space and Planetary Science', 'Astronomy and Astrophysics'],)",,"Atomic, Molecular and Optical Physics"
,"['D B Graves', 'J Lee']",10.1088/0022-3727/44/32/325203,http://dx.doi.org/10.1088/0022-3727/44/32/325203,0,0,The effect of VUV radiation from Ar/O_2 plasmas on low-kSiOCH films,"['Journal of Physics D: Applied Physics', 'Journal of Physics D: Applied Physics']","(['Surfaces, Coatings and Films', 'Acoustics and Ultrasonics', 'Condensed Matter Physics', 'Electronic, Optical and Magnetic Materials'],)",,"Atomic, Molecular and Optical Physics"
,"['Marie-Claire Gazeau', 'Antoine Jolly', 'Hervé Cottin', 'Nicolas Fray', 'Yves Bénilan', 'Et-touhami Es-sebbar']",10.1088/0067-0049/218/2/19,http://dx.doi.org/10.1088/0067-0049/218/2/19,0,0,Optimization of a Solar Simulator for Planetary-Photochemical Studies,"['The Astrophysical Journal Supplement Series', 'The Astrophysical Journal Supplement Series']","(['Space and Planetary Science', 'Astronomy and Astrophysics'],)",,"Atomic, Molecular and Optical Physics"
,"['M R Baklanov', 'J-F de Marneffe', 'A Rakhimov', 'T Rakhimova', 'D Lopaev', 'Z el Otell', 'O Proshina', 'A Zotovich']",10.1088/0963-0252/25/5/055001,http://dx.doi.org/10.1088/0963-0252/25/5/055001,0,0,Comparison of vacuum ultra-violet emission of Ar/CF_4 and Ar/CF_3I capacitively coupled plasmas,"['Plasma Sources Science and Technology', 'Plasma Sources Science and Technology']","(['Condensed Matter Physics'],)",,"Atomic, Molecular and Optical Physics"
,"['A T Rakhimov', 'S M Zyryanov', 'D V Lopaev', 'A I Zotovich', 'T V Rakhimova', 'O V Proshina']",10.1088/1361-6595/aa72c9,http://dx.doi.org/10.1088/1361-6595/aa72c9,0,0,Multifold study of volume plasma chemistry in Ar/CF_4and Ar/CHF_3  CCP discharges,"['Plasma Sources Science and Technology', 'Plasma Sources Science and Technology']","(['Condensed Matter Physics'],)",,"Atomic, Molecular and Optical Physics"
,"['P Awakowicz', 'N Bibinov', 'M Fiebrandt', 'F Mitschker', 'E J Iglesias']",10.1088/1361-6501/aa7816,http://dx.doi.org/10.1088/1361-6501/aa7816,0,0,In situmeasurement of VUV/UV radiation from low-pressure microwave-produced plasma in Ar/O_2 gas mixtures,"['Measurement Science and Technology', 'Measurement Science and Technology', 'Measurement Science and Technology', 'Measurement Science and Technology']","(['Applied Mathematics', 'Instrumentation', 'Engineering (miscellaneous)'],)",,"Atomic, Molecular and Optical Physics"
,"['P Awakowicz', 'N Bibinov', 'M Fiebrandt', 'F Mitschker', 'E J Iglesias']",10.1088/1361-6501/aa7816,http://dx.doi.org/10.1088/1361-6501/aa7816,0,0,In situmeasurement of VUV/UV radiation from low-pressure microwave-produced plasma in Ar/O_2 gas mixtures,"['Measurement Science and Technology', 'Measurement Science and Technology', 'Measurement Science and Technology', 'Measurement Science and Technology']","(['Applied Mathematics', 'Instrumentation', 'Engineering (miscellaneous)'],)",,"Atomic, Molecular and Optical Physics"
,"['P Awakowicz', 'N Bibinov', 'M Fiebrandt', 'F Mitschker', 'E J Iglesias']",10.1088/1361-6501/aa7816,http://dx.doi.org/10.1088/1361-6501/aa7816,0,0,In situmeasurement of VUV/UV radiation from low-pressure microwave-produced plasma in Ar/O_2 gas mixtures,"['Measurement Science and Technology', 'Measurement Science and Technology', 'Measurement Science and Technology', 'Measurement Science and Technology']","(['Applied Mathematics', 'Instrumentation', 'Engineering (miscellaneous)'],)",,"Atomic, Molecular and Optical Physics"
,"['Marie-Claire Gazeau', 'Antoine Jolly', 'Hervé Cottin', 'Nicolas Fray', 'Yves Bénilan', 'Et-touhami Es-sebbar']",10.3847/1538-4365/aaf0a1,http://dx.doi.org/10.3847/1538-4365/aaf0a1,0,0,VUV Spectral Irradiance Measurements in H_2/He/Ar Microwave Plasmas and Comparison with Solar Data,"['The Astrophysical Journal Supplement Series', 'The Astrophysical Journal Supplement Series', 'The Astrophysical Journal Supplement Series']","(['Space and Planetary Science', 'Astronomy and Astrophysics'],)",,"Atomic, Molecular and Optical Physics"
,"['Marie-Claire Gazeau', 'Antoine Jolly', 'Hervé Cottin', 'Nicolas Fray', 'Yves Bénilan', 'Et-touhami Es-sebbar']",10.3847/1538-4365/aaf0a1,http://dx.doi.org/10.3847/1538-4365/aaf0a1,0,0,VUV Spectral Irradiance Measurements in H_2/He/Ar Microwave Plasmas and Comparison with Solar Data,"['The Astrophysical Journal Supplement Series', 'The Astrophysical Journal Supplement Series', 'The Astrophysical Journal Supplement Series']","(['Space and Planetary Science', 'Astronomy and Astrophysics'],)",,"Atomic, Molecular and Optical Physics"
,"['R. D. Short', 'D. A. Steele', 'K. J. Gibson', 'J. W. Bradley', 'D. Barton']",10.1021/jp000618v,http://dx.doi.org/10.1021/jp000618v,0,0,An In Situ Comparison between VUV Photon and Ion Energy Fluxes to Polymer Surfaces Immersed in an RF Plasma,The Journal of Physical Chemistry B,"(['Materials Chemistry', 'Surfaces, Coatings and Films', 'Physical and Theoretical Chemistry'],)",,"Atomic, Molecular and Optical Physics"
,"['B. P. Aragon', 'T. W. Hamilton', 'V. A. Amatucci', 'M. E. Riley', 'J. R. Woodworth']",10.1116/1.1335685,http://dx.doi.org/10.1116/1.1335685,0,0,Absolute intensities of the vacuum ultraviolet spectra in oxide etch  plasma processing discharges,"Journal of Vacuum Science & Technology A: Vacuum, Surfaces, and Films","(['Surfaces, Coatings and Films', 'Surfaces and Interfaces', 'Condensed Matter Physics'],)",,"Atomic, Molecular and Optical Physics"
,"['Olivier Joubert', 'Claire Sourd', 'Raluca Tiron', 'Kevin Menguelti', 'Marc Fouchier', 'Laurent Azarnouche', 'Erwine Pargon']",10.1002/ppap.201100107,http://dx.doi.org/10.1002/ppap.201100107,0,0,HBr Plasma Treatment Versus VUV Light Treatment to Improve 193 nm Photoresist Pattern Linewidth Roughness,Plasma Processes and Polymers,"(['Polymers and Plastics', 'Condensed Matter Physics'],)",,"Atomic, Molecular and Optical Physics"
,"['D B Graves', 'J Lee']",10.1088/0022-3727/44/32/325203,http://dx.doi.org/10.1088/0022-3727/44/32/325203,0,0,The effect of VUV radiation from Ar/O_2 plasmas on low-kSiOCH films,"['Journal of Physics D: Applied Physics', 'Journal of Physics D: Applied Physics']","(['Surfaces, Coatings and Films', 'Acoustics and Ultrasonics', 'Condensed Matter Physics', 'Electronic, Optical and Magnetic Materials'],)",,"Atomic, Molecular and Optical Physics"
,"['Koichi Sasaki', 'Kazuaki Kurihara', 'Kazunori Zaima']",10.1143/JJAP.51.08HC02,http://dx.doi.org/10.1143/jjap.51.08hc02,0,0,Evaluation of Absolute Flux of Vacuum Ultraviolet Photons in an Electron Cyclotron Resonance Hydrogen Plasma: Comparison with Ion Flux,Japanese Journal of Applied Physics,"(['General Physics and Astronomy', 'Physics and Astronomy (miscellaneous)', 'General Engineering'],)",,"Atomic, Molecular and Optical Physics"
,"['M R Baklanov', 'M B Krishtab', 'N N Novikova', 'D G Voloshin', 'O V Proshina', 'K Kurchikov', 'S M Zyryanov', ""A N Vasil'eva"", 'A S Kovalev', 'D V Lopaev', 'Yu A Mankelevich', 'A T Rakhimov', 'T V Rakhimova']",10.1088/0022-3727/47/2/025102,http://dx.doi.org/10.1088/0022-3727/47/2/025102,0,0,Low-kfilms modification under EUV and VUV radiation,Journal of Physics D: Applied Physics,"(['Surfaces, Coatings and Films', 'Acoustics and Ultrasonics', 'Condensed Matter Physics', 'Electronic, Optical and Magnetic Materials'],)",,"Atomic, Molecular and Optical Physics"
,"['Marie-Claire Gazeau', 'Antoine Jolly', 'Hervé Cottin', 'Nicolas Fray', 'Yves Bénilan', 'Et-touhami Es-sebbar']",10.1088/0067-0049/218/2/19,http://dx.doi.org/10.1088/0067-0049/218/2/19,0,0,Optimization of a Solar Simulator for Planetary-Photochemical Studies,"['The Astrophysical Journal Supplement Series', 'The Astrophysical Journal Supplement Series']","(['Space and Planetary Science', 'Astronomy and Astrophysics'],)",,"Atomic, Molecular and Optical Physics"
